,movie_genres,movie_id,movie_title,poster_url,movie_url,description,rating,num_review,director,writer,cast,age_rating,year,movie_length
0,[7],1196,"Savage Nights (Nuits fauves, Les) (1992)",https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzMjExNzE1NF5BMl5BanBnXkFtZTcwNzgzNzcxMQ@@..jpg,http://www.imdb.com/title/tt0105032/?ref_=fn_al_tt_1,A bitter story of a young man's crisis.,7.0,2.3K,['Cyril Collard'],"['Cyril Collard', 'Jacques Fieschi']","['Cyril Collard', 'Romane Bohringer', 'Carlos López', 'Corine Blue', 'Claude Winter', 'René-Marc Bini', 'Maria Schneider', 'Clémentine Célarié', 'Laura Favali', ""Denis D'Arcangelo"", 'Jean-Jacques Jauffret', 'Aïssa Djabri', 'Francisco Giménez', 'Marine Delterme', 'Yannick Tolila', 'Olivier Pajot', 'Diego Porres', 'Stephan Lakatos']",,1992,2h 6min
1,[10],219,"Nightmare on Elm Street, A (1984)",https://images-na.ssl-images-amazon.com/images/M/MV5BNzFjZmM1ODgtMDBkMS00NWFlLTg2YmUtZjc3ZTgxMjE1OTI2L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@..jpg,http://www.imdb.com/title/tt0087800/?ref_=fn_al_tt_1,The monstrous spirit of a slain child murderer seeks revenge by invading the dreams of teenagers whose parents were responsible for his untimely death.,7.5,218K,['Wes Craven'],['Wes Craven'],"['Heather Langenkamp', 'Johnny Depp', 'Robert Englund', 'John Saxon', 'Ronee Blakley', 'Amanda Wyss', 'Jsu Garcia', 'Charles Fleischer', 'Joseph Whipp', 'Lin Shaye', 'Joe Unger', 'Mimi Craven', 'Jack Shea', 'Ed Call', 'Sandy Lipton', 'David Andrews', 'Jeff Levine', 'Donna Woodrum']",R,1984,1h 31min
2,[7],1678,Mat' i syn (1997),https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwNTk4Nzk1MV5BMl5BanBnXkFtZTcwOTc0MDAyMQ@@..jpg,http://www.imdb.com/title/tt0119711/?ref_=fn_al_tt_1,A man goes for a walk through the countryside with his dying mother.,7.4,3.9K,['Aleksandr Sokurov'],['Yuriy Arabov'],"['Aleksei Ananishnov', 'Gudrun Geyer']",,1997,1h 13min
3,[7],1326,Boys (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BNDE5OTEyZWEtMDg3MC00MzY2LTk3NzMtOTIwOTljMWM1ZmZjXkEyXkFqcGdeQXVyNzc5MjA3OA@@..jpg,http://www.imdb.com/title/tt0115742/?ref_=fn_al_tt_1,"Patty Vare falls off a horse and is found unconscious by preparatory school student John Baker. He takes her to his dormitory. As he quickly discovers, she is hiding from something. For John this becomes a road to maturity and for Patty, it's a way back to love and tenderness.",5.0,3.6K,['Stacy Cochran'],"['Stacy Cochran', 'James Salter']","['Winona Ryder', 'Lukas Haas', 'John C. Reilly', 'James Le Gros', 'Skeet Ulrich', 'Matt Malloy', 'Spencer Vrooman', 'Charlie Hofheimer', 'Bill Sage', 'Marty McDonough', 'Wiley Wiggins', 'Vivienne Shub', 'Russell Young', 'Christopher Pettiet', 'Catherine Keener', 'Maddie Corman', 'Andy Davis', 'Jessica Harper']",PG-13,1996,1h 26min
4,[13 16],978,Heaven's Prisoners (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxMDcyNzA4N15BMl5BanBnXkFtZTcwODA0OTQxMQ@@..jpg,http://www.imdb.com/title/tt0116508/?ref_=fn_al_tt_1,"A hardened New Orleans cop, Dave Robicheaux, finally tosses in the badge and settles into life on the bayou with his wife. But a bizarre plane crash draws him back into the fray when his family is viciously threatened.",5.8,5.3K,['Phil Joanou'],"['James Lee Burke', 'Harley Peyton', 'Scott Frank']","['Alec Baldwin', 'Kelly Lynch', 'Mary Stuart Masterson', 'Eric Roberts', 'Teri Hatcher', 'Vondie Curtis-Hall', 'Badja Djola', 'Samantha Lagpacan', 'Joe Viterelli', 'Tuck Milligan', 'Hawthorne James', 'Don Stark', 'Carl A. McGee', 'Paul Guilfoyle', 'Christopher Kriesa', 'Saul Stein', 'Chuck Zito', 'Socorro Santiago']",R,1996,2h 12min
5,[1 3],304,Fly Away Home (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BMTA0OTE5MDQ0NTBeQTJeQWpwZ15BbWU4MDI5OTc3NTMx..jpg,http://www.imdb.com/title/tt0116329/?ref_=fn_al_tt_1,A father and daughter decide to attempt to lead a flock of orphaned Canada Geese south by air.,6.8,25K,['Carroll Ballard'],"['Bill Lishman', 'Robert Rodat', 'Vince McKewin']","['Jeff Daniels', 'Anna Paquin', 'Dana Delany', 'Terry Kinney', 'Holter Graham', 'Jeremy Ratchford', 'Deborah Verginella', 'Michael J. Reynolds', 'David Hemblen', 'Ken James', 'Nora Ballard', 'Sarena Paton', 'Carmen Lishman', 'Christi Hill', 'Judith Orban', 'Jeff Braunstein', 'John Friesen', 'Chris Benson']",PG,1996,1h 47min
6,[ 7 13 16],356,"Client, The (1994)",https://images-na.ssl-images-amazon.com/images/M/MV5BNGNjZWYwZGYtZWIxZC00OTYyLTllYTMtZWNiNmQ0YWUzMjkxXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0109446/?ref_=fn_al_tt_1,A young boy who witnessed the suicide of a mafia lawyer hires an attorney to protect him when the District Attorney tries to use him to take down a mob family.,6.7,64K,['Joel Schumacher'],"['John Grisham', 'Akiva Goldsman', 'Robert Getchell']","['Susan Sarandon', 'Tommy Lee Jones', 'Brad Renfro', 'Mary-Louise Parker', 'Anthony LaPaglia', 'J.T. Walsh', 'Anthony Edwards', 'Will Patton', 'Bradley Whitford', 'Anthony Heald', 'Kim Coates', 'Kimberly Scott', 'David Speck', 'William H. Macy', 'Ossie Davis', 'Micole Mercurio', 'William Sanderson', 'Walter Olkewicz']",PG-13,1994,1h 59min
7,[13 16],1553,"Underneath, The (1995)",https://images-na.ssl-images-amazon.com/images/M/MV5BODkxMWRkNDQtZWQzNi00ZDUzLTk2NzAtOWVmZTgxZmZmMDc1XkEyXkFqcGdeQXVyMzY4MDAyMDQ@..jpg,http://www.imdb.com/title/tt4999878/?ref_=fn_al_tt_1,"It looks like we don't have any Plot Summaries for this title yet.
Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide.",7.6,10,['André Vaarwater'],"['Ruben Meulenbroek', 'André Vaarwater']","['Khalid Ahmed', 'Khalid Ahmed', 'Mika de Pee', 'Jop Gorris', 'Laura Huisman', 'Sanne Koenhen', 'Marty Krielen', 'Veerle Peters', 'Wendy Riksen', 'Michiel van Ieperen', 'Alexander van Reeken', 'Jarno van Werkhoven']",,2016,59min
8,[4],321,Mother (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BNzc0MTYxNDEyMl5BMl5BanBnXkFtZTcwNDM5ODIzMQ@@..jpg,http://www.imdb.com/title/tt0117091/?ref_=fn_al_tt_1,"A neurotic, twice-divorced sci-fi writer moves back in with his mother to solve his personal problems.",6.9,6.1K,['Albert Brooks'],"['Albert Brooks', 'Monica Mcgowan Johnson']","['Albert Brooks', 'Debbie Reynolds', 'Paul Collins', 'Laura Weekes', 'John C. McGinley', 'Richard Assad', 'Joey Naber', 'Vanessa Williams', 'Lisa Kudrow', 'Rob Morrow', 'Isabel Glasser', 'Danielle Quinn', 'Spencer Klein', 'Anne Haney', 'Billye Ree Wallace', 'James Gleason', 'Matt Nolan', 'Harry Hutchinson']",PG-13,1996,1h 44min
9,[ 0  1  2 10 15],101,Heavy Metal (1981),https://images-na.ssl-images-amazon.com/images/M/MV5BOTc2NzM1ODgtM2RkYi00M2U4LWE4NzEtMDMzZGUzYmI1ZDUzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@..jpg,http://www.imdb.com/title/tt0082509/?ref_=fn_al_tt_1,"A glowing green orb - which embodies ultimate evil - terrorizes a young girl with an anthology of bizarre and fantastic stories of dark fantasy, eroticism and horror.",6.7,34K,"['Gerald Potterton', 'John Bruno', 'John Halas']","['Daniel Goldberg', 'Len Blum', ""Dan O'Bannon""]","['Richard Romanus', 'John Candy', 'Joe Flaherty', 'Don Francks', 'Caroline Semple', 'Susan Roman', 'Al Waxman', 'Harvey Atkin', 'Glenis Wootton Gross', 'Marilyn Lightstone', 'Jackie Burroughs', 'Martin Lavut', 'August Schellenberg', 'John Vernon', 'Eugene Levy', 'Rodger Bumpass', 'Douglas Kenney', 'George Touliatos']",R,1981,1h 26min
