,movie_genres,movie_id,movie_title,poster_url,movie_url,description,rating,num_review,director,writer,cast,age_rating,year,movie_length
0,[ 4  7 14],1100,What Happened Was... (1994),https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMTY0NTY5OF5BMl5BanBnXkFtZTcwOTIzODEzMQ@@..jpg,http://www.imdb.com/title/tt0111689/?ref_=fn_al_tt_1,"Jackie and Michael are coworkers at a large law firm, who decide to meet at Jackie's for dinner one night. As this 'first date' plays out, the audience is guided through a mental minefield of disappointment.",7.2,1.4K,['Tom Noonan'],['Tom Noonan'],"['Tom Noonan', 'Karen Sillas']",R,1994,1h 31min
1,[7],1214,In the Realm of the Senses (Ai no corrida) (1976),https://images-na.ssl-images-amazon.com/images/M/MV5BYWZmOWU0ZTktYTRjOC00ZmMwLTk5ZTQtNDM0Y2VhOWM4M2NjXkEyXkFqcGdeQXVyNjc1NTYyMjg@..jpg,http://www.imdb.com/title/tt0074102/?ref_=fn_al_tt_1,"A passionate telling of the story of Sada Abe, a woman whose affair with her master led to an obsessive and ultimately destructive sexual relationship.",6.6,20K,['Nagisa Ôshima'],"['Kôji Wakamatsu', 'Nagisa Ôshima']","['Tatsuya Fuji', 'Eiko Matsuda', 'Aoi Nakajima', 'Yasuko Matsui', 'Meika Seri', 'Kanae Kobayashi', 'Taiji Tonoyama', 'Kyôji Kokonoe', 'Naomi Shiraishi', 'Shinkichi Noda', 'Komikichi Hori', 'Kikuhei Matsunoya', 'Akiko Koyama', 'Yuriko Azuma', 'Rei Minami', 'Machiko Aoki', 'Mariko Abe', 'Kyôko Okada']",X,1976,1h 49min
2,[ 7 18],199,"Bridge on the River Kwai, The (1957)",https://images-na.ssl-images-amazon.com/images/M/MV5BMzBjNDMxMDEtZjE3OC00YjAyLWJjZjgtOTYzY2E1MzZjNGMzXkEyXkFqcGdeQXVyNjc1NTYyMjg@..jpg,http://www.imdb.com/title/tt0050212/?ref_=fn_al_tt_1,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it.",8.1,212K,['David Lean'],"['Pierre Boulle', 'Carl Foreman', 'Michael Wilson']","['William Holden', 'Alec Guinness', 'Jack Hawkins', 'Sessue Hayakawa', 'James Donald', 'Geoffrey Horne', 'André Morell', 'Peter Williams', 'John Boxer', 'Percy Herbert', 'Harold Goodwin', 'Ann Sears', 'Heihachirô Ôkawa', 'Keiichirô Katsumoto', 'M.R.B. Chakrabandhu', 'Vilaiwan Seeboonreaung', 'Ngamta Suphaphongs', 'Javanart Punynchoti']",PG,1957,2h 41min
3,[10 16],834,Halloween: The Curse of Michael Myers (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BMzQ3MjgzMWMtMjJhMy00MmVjLTllMzMtMWVjMmMxNTIzNWQ0XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0113253/?ref_=fn_al_tt_1,"Six years after Michael Myers last terrorized Haddonfield, he returns there in pursuit of his niece, Jamie Lloyd, who has escaped with her newborn child, for which Michael and a mysterious cult have sinister plans.",4.8,33K,['Joe Chappelle'],"['Debra Hill', 'John Carpenter', 'Daniel Farrands']","['Donald Pleasence', 'Paul Rudd', 'Marianne Hagan', 'Mitchell Ryan', 'Kim Darby', 'Bradford English', 'Keith Bogart', ""Mariah O'Brien"", 'Leo Geter', 'J.C. Brandy', 'Devin Gardner', 'Susan Swift', 'George P. Wilbur', 'Janice Knickrehm', 'Alan Echeverria', 'Hildur Ruriks', 'Sheri Hicks', 'Tom Proctor']",R,1995,1h 27min
4,[7],1193,Before the Rain (Pred dozhdot) (1994),https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3MzAwMzc1N15BMl5BanBnXkFtZTcwMjA4NjA3MQ@@..jpg,http://www.imdb.com/title/tt0110882/?ref_=fn_al_tt_1,Three interconnected stories of love under the threat of civil war in Macedonia and London.,8.0,14K,['Milcho Manchevski'],['Milcho Manchevski'],"['Katrin Cartlidge', 'Rade Serbedzija', 'Grégoire Colin', 'Josif Josifovski', 'Boris Delcevski', 'Dejan Velkov', 'Kiril Ristoski', 'Mladen Krstevski', 'Dzemail Maksut', 'Labina Mitevska', 'Mile Jovanovski', 'Milica Stojanova', 'Petar Mircevski', 'Ljupco Bresliski', 'Igor Madzirov', 'Kiril Psaltirov', 'Metodi Psaltirov', 'Ilko Stefanovski']",Not Rated,1994,1h 53min
5,[ 5  9 16],823,Mulholland Falls (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BOTcwMDE3MTQ5OV5BMl5BanBnXkFtZTcwMzA0MDQ1NA@@..jpg,http://www.imdb.com/title/tt0117107/?ref_=fn_al_tt_1,"In 1950's Los Angeles, a special crime squad of the LAPD investigates the murder of a young woman.",6.3,17K,['Lee Tamahori'],"['Peter Dexter', 'Floyd Mutrux']","['Nick Nolte', 'Melanie Griffith', 'Jennifer Connelly', 'Chazz Palminteri', 'Michael Madsen', 'Chris Penn', 'Treat Williams', 'Daniel Baldwin', 'Andrew McCarthy', 'John Malkovich', 'Kyle Chandler', 'Ed Lauter', 'Larry Garrison', 'Chelsea Harrington', 'Johnna Johnson', 'Rick Johnson', 'Britt Burr', 'Melinda Clarke']",R,1996,1h 47min
6,[ 0 15 16],976,Solo (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BNzI1NDIyMDc1Ml5BMl5BanBnXkFtZTcwNjU2ODMyMQ@@..jpg,http://www.imdb.com/title/tt0117688/?ref_=fn_al_tt_1,"Mario Van Peebles stars as an android killing weapon designed by the military and utilized to enter into a Latin American war to destroy the rebels - natives fighting simply to maintain their freedom. Contrary to his programming, he develops an affinity for the villagers and decides to help them fight back. This lets his creators bring him back and ultimately leads to one of them being given more powerful circuitry to defeat him.",4.1,4.3K,['Norberto Barba'],"['Robert Mason', 'David L. Corley']","['Mario Van Peebles', 'William Sadler', 'Barry Corbin', 'Jaime Gomez', 'Demián Bichir', 'Seidy Lopez', 'Abraham Verduzco', 'Joaquín Garrido', 'William Wallace', 'Adrien Brody', 'Brent Schaeffer', 'Lucas Dudley', 'Christopher Michael', 'Rafael Velasco', 'Abel Woolrich', 'Farnesio de Bernal', 'Socorro Avelar', 'Álvaro Carcaño']",PG-13,1996,1h 34min
7,[7],1053,Now and Then (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2MDQ1YjUtMGM0NC00NmFlLTljMDktZjJiNWRhMWYxOWYyXkEyXkFqcGdeQXVyNjgzMjI4ODE@..jpg,http://www.imdb.com/title/tt0114011/?ref_=fn_al_tt_1,Four 12-year-old girls grow up together during an eventful small-town summer in 1970.,6.8,28K,['Lesli Linka Glatter'],['I. Marlene King'],"['Christina Ricci', 'Demi Moore', ""Rosie O'Donnell"", 'Thora Birch', 'Melanie Griffith', 'Gaby Hoffmann', 'Ashleigh Aston Moore', 'Rita Wilson', 'Devon Sawa', 'Walter Sparrow', 'Cloris Leachman', 'Lolita Davidovich', 'Janeane Garofalo', 'Hank Azaria', 'Bonnie Hunt', 'Rumer Willis', 'Bradley Coryell', 'Justin Humphrey']",PG-13,1995,1h 40min
8,[ 0  1  4 15],257,Men in Black (1997),https://images-na.ssl-images-amazon.com/images/M/MV5BOTlhYTVkMDktYzIyNC00NzlkLTlmN2ItOGEyMWQ4OTA2NDdmXkEyXkFqcGdeQXVyNTAyODkwOQ@@..jpg,http://www.imdb.com/title/tt0119654/?ref_=fn_al_tt_1,A police officer joins a secret organization that polices and monitors extraterrestrial interactions on Earth.,7.3,537K,['Barry Sonnenfeld'],"['Lowell Cunningham', 'Ed Solomon']","['Tommy Lee Jones', 'Will Smith', 'Linda Fiorentino', ""Vincent D'Onofrio"", 'Rip Torn', 'Tony Shalhoub', 'Siobhan Fallon Hogan', 'Mike Nussbaum', 'Jon Gries', 'Sergio Calderón', 'Carel Struycken', 'Fredric Lehne', 'Richard Hamilton', 'Kent Faulcon', 'John Alexander', 'Keith Campbell', 'Ken Thorley', 'Patrick Breen']",PG-13,1997,1h 38min
9,[4],845,That Thing You Do! (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BOWVmN2ZhZjgtZGEzMy00NDkxLWI5YWQtYTE2ZTk0YzIyMzc0XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0117887/?ref_=fn_al_tt_1,"A local Pennsylvania band scores a one-hit wonder in 1964 and rides the star-making machinery as long as they can, with lots of help from their manager.",6.9,66K,['Tom Hanks'],['Tom Hanks'],"['Tom Hanks', 'Liv Tyler', 'Charlize Theron', 'Tom Everett Scott', 'Johnathon Schaech', 'Steve Zahn', 'Ethan Embry', 'Obba Babatundé', 'Giovanni Ribisi', 'Chris Ellis', 'Alex Rocco', 'Bill Cobbs', 'Peter Scolari', 'Rita Wilson', 'Chris Isaak', 'Kevin Pollak', 'Robert Torti', 'Chaille Percival']",PG,1996,1h 48min
