,movie_genres,movie_id,movie_title,poster_url,movie_url,description,rating,num_review,director,writer,cast,age_rating,year,movie_length
0,[4],1360,"Sexual Life of the Belgians, The (1994)",,http://www.imdb.com/title/tt0111622/?ref_=fn_al_tt_1,"A semi-autobiography of the first 28 years of the director, the Flemish anarchist Jan Bucquoy.",5.8,595,['Jan Bucquoy'],['Jan Bucquoy'],"['Jean-Henri Compère', 'Noe Francq', 'Isabelle Legros', 'Sophie Schneider', 'Jacques Druaux', 'Sacha Jacques', 'Boris Bucquoy', 'Pascale Binnert', 'Michel Angely', 'Michele Shor', 'Stefan Lernous', 'Georgette Stulens', 'Raymond Vandersmissen', 'Tegan Pick', 'Kathleen Joye', 'Sebastien Demone', 'Les Dominos', 'Valerie van Nitsen']",,1994,1h 25min
1,[6],1130,Jupiter's Wife (1994),,http://www.imdb.com/title/tt0110217/?ref_=fn_al_tt_1,"Michel Negroponte, a documentary filmmaker, meets Maggie one day in Central Park. Maggie claims to be married to the god Jupiter and the daughter of actor Robert Ryan. Michel gets to know Maggie over the next couple of years, and attempts to use her often outlandish stories as clues to reconstruct her past.",7.1,240,['Michel Negroponte'],"['Gabriel Morgan', 'Michel Negroponte']","['Maggie Cogan', 'Katina Pendleton']",Not Rated,1995,1h 27min
2,[ 7 14],1299,Penny Serenade (1941),,http://www.imdb.com/title/tt0034012/?ref_=fn_al_tt_1,A couple's big dreams give way to a life full of unexpected sadness and unexpected joy.,7.1,6.8K,['George Stevens'],"['Morrie Ryskind', 'Martha Cheavens']","['Cary Grant', 'Irene Dunne', 'Beulah Bondi', 'Edgar Buchanan', 'Ann Doran', 'Eva Lee Kuney', 'Leonard Willey', 'Wallis Clark', 'Walter Soderling', 'Jane Biffle', 'Dorothy Adams', 'Billy Bevan', 'Mary Bovard', 'Lynton Brent', 'Stanley Brown', 'Albert Butterfield', 'Chuck Callahan', 'Nell Craig']",Not Rated,1941,1h 59min
3,[7],1045,Fearless (1993),"https://m.media-amazon.com/images/M/MV5BZGYyYzgyODMtOGYwOC00OTM5LTk4NDUtNTRkN2I3YmUxNTM5XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UX190_CR0,1,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BZGYyYzgyODMtOGYwOC00OTM5LTk4NDUtNTRkN2I3YmUxNTM5XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UX285_CR0,2,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BZGYyYzgyODMtOGYwOC00OTM5LTk4NDUtNTRkN2I3YmUxNTM5XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UX380_CR0,2,380,562_.jpg 380w",http://www.imdb.com/title/tt0106881/?ref_=fn_al_tt_1,A man's personality is dramatically changed after surviving a major airline crash.,7.1,22K,['Peter Weir'],['Rafael Yglesias'],"['Jeff Bridges', 'Isabella Rossellini', 'Rosie Perez', 'Tom Hulce', 'John Turturro', 'Benicio Del Toro', ""Deirdre O'Connell"", 'John de Lancie', 'Spencer Vrooman', 'Daniel Cerny', 'Eve Roberts', 'Robin Pearson Rose', 'Debra Monk', 'Cynthia Mace', 'Randle Mell', 'Kathryn Rossetter', 'Craig Rovere', 'Doug Ballard']",R,1993,2h 2min
4,[ 0  1  4 12 16],21,Muppet Treasure Island (1996),"https://m.media-amazon.com/images/M/MV5BMTlmNzhiMWEtOWVjZC00NmM0LTgxNDItMDJmYTkxYTZkY2FjXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX190_CR0,2,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMTlmNzhiMWEtOWVjZC00NmM0LTgxNDItMDJmYTkxYTZkY2FjXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX285_CR0,3,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMTlmNzhiMWEtOWVjZC00NmM0LTgxNDItMDJmYTkxYTZkY2FjXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX380_CR0,4,380,562_.jpg 380w",http://www.imdb.com/title/tt0117110/?ref_=fn_al_tt_1,The Muppets' twist on the classic tale.,7.0,23K,"['Brian Henson', 'David Lane']","['Robert Louis Stevenson', 'Jerry Juhl', 'Kirk R. Thatcher']","['Tim Curry', 'Billy Connolly', 'Jennifer Saunders', 'Kevin Bishop', 'Dave Goelz', 'Steve Whitmire', 'Jerry Nelson', 'Kevin Clash', 'Bill Barretta', 'Frank Oz', 'John Henson', 'Danny Blackner', 'Peter Geeves', 'Harry Jones', 'David J. Nicholls', 'Frederick Warder', 'Nigel Plaskitt', 'Louise Gold']",G,1996,1h 39min
5,[0 1 3 8],1615,Warriors of Virtue (1997),"https://m.media-amazon.com/images/M/MV5BMTUzOTg4MzM5MV5BMl5BanBnXkFtZTcwNzIwNTc3NA@@._V1_QL75_UX190_CR0,2,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMTUzOTg4MzM5MV5BMl5BanBnXkFtZTcwNzIwNTc3NA@@._V1_QL75_UX285_CR0,3,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMTUzOTg4MzM5MV5BMl5BanBnXkFtZTcwNzIwNTc3NA@@._V1_QL75_UX380_CR0,4,380,562_.jpg 380w",http://www.imdb.com/title/tt0120479/?ref_=fn_al_tt_1,A young boy is whisked away to the mythical land of Tao where he becomes the center of a conflict between an evil lord and a group of animal warriors.,4.7,3.1K,['Ronny Yu'],"['Michael Vickerman', 'Hugh Kelley', 'Dennis K. Law']","['Angus Macfadyen', 'Mario Yedidia', 'Marley Shelton', 'Chao Li Chi', 'Jack Tate', 'Doug Jones', 'Don Lewis', 'J. Todd Adams', 'Adrienne Corcoran', 'Michael J. Anderson', 'Tom Towles', 'Lee Arenberg', 'Dennis Dun', 'Roy Ceballos', 'Jason Hamer', ""Rickey D'Shon Collins"", 'Michael Dubrow', 'Peter Abrahamson']",PG,1997,1h 41min
6,[16],1253,"Tie That Binds, The (1995)",,http://www.imdb.com/title/tt0114666/?ref_=fn_al_tt_1,"John Netherwood and his wife Leann are fugitives who are both wanted for murder. They have a young daughter named Janie. John and Leann are in the process of robbing a house when the two residents of the house show up. John kills the two residents and heads back to the car with Leann - only to discover the police waiting for them. John and Leann get away after a cop shoots John, and Janie is placed up for adoption. Janie is soon adopted by southern California carpenter Russell Clifton and his wife Dana - and what they don't know is that they're in for the fight of their lives. John and Leann are trying to locate Janie and will stop at nothing to find her, even if it means killing whoever is in their way. When John and Leann discover that Janie was adopted by Russell and Dana, they plot to kill Russell and Dana and take Janie, but one thing they don't expect is for Russell and Dana to fight back with all they've got, because Russell and Dana are willing to do whatever it takes to hold on to the new daughter that they have grown to love.",5.0,1.2K,['Wesley Strick'],['Michael Auerbach'],"['Daryl Hannah', 'Keith Carradine', 'Moira Kelly', 'Vincent Spano', 'Julia Devin', 'Ray Reinhardt', 'Barbara Tarbuck', 'Ned Vaughn', 'Kerrie Cullen', 'Bob Minor', 'George Marshall Ruge', 'Thomas Rosales Jr.', 'Laura Lee', 'Marquis Nunley', 'Jenny Gago', 'Carmen Argenziano', 'Cynda Williams', 'Bruce A. Young']",R,1995,1h 39min
7,[7],1661,"New Age, The (1994)","https://m.media-amazon.com/images/M/MV5BNmEyN2M5M2MtNmNmNi00ZmZkLWI5YzMtNzQwZjg2MTYyZDE4XkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_QL75_UX190_CR0,1,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BNmEyN2M5M2MtNmNmNi00ZmZkLWI5YzMtNzQwZjg2MTYyZDE4XkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_QL75_UX285_CR0,2,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BNmEyN2M5M2MtNmNmNi00ZmZkLWI5YzMtNzQwZjg2MTYyZDE4XkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_QL75_UX380_CR0,3,380,562_.jpg 380w",http://www.imdb.com/title/tt0110649/?ref_=fn_al_tt_1,"Episodic story about a yuppie couple who're going broke, and can't decide if they want to stay together - but openly sleep around and experiment with different lifestyles, or not.",5.7,1.1K,['Michael Tolkin'],['Michael Tolkin'],"['Peter Weller', 'Judy Davis', 'Patrick Bauchau', 'Rachel Rosenthal', 'Adam West', 'Paula Marshall', 'Bruce Ramsay', 'Tanya Pohlkotte', 'Susan Traylor', 'Patricia Heaton', 'John Diehl', 'Maureen Mueller', 'Sandra Seacat', 'Samuel L. Jackson', 'Audra Lindley', 'Corbin Bernsen', 'Jonathan Hadary', 'Lily Mariye']",R,1994,1h 52min
8,[5],309,Deceiver (1997),"https://m.media-amazon.com/images/M/MV5BZjYxZWZiN2QtZjk4OC00MmM2LTkyMWItNzNjYmVhNzU5ZjY3XkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_QL75_UX190_CR0,1,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BZjYxZWZiN2QtZjk4OC00MmM2LTkyMWItNzNjYmVhNzU5ZjY3XkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_QL75_UX285_CR0,2,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BZjYxZWZiN2QtZjk4OC00MmM2LTkyMWItNzNjYmVhNzU5ZjY3XkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_QL75_UX380_CR0,2,380,562_.jpg 380w",http://www.imdb.com/title/tt0119527/?ref_=fn_al_tt_1,"A hooker is found cut in two. Two cops give polygraph tests to the only suspect, James Wayland (Tim Roth), an unstable genius. After some time, the roles change.",6.6,6.4K,"['Jonas Pate', 'Josh Pate']","['Jonas Pate', 'Josh Pate']","['Tim Roth', 'Chris Penn', 'Michael Rooker', 'Renée Zellweger', 'Ellen Burstyn', 'Rosanna Arquette', 'Don Winston', 'Michael Parks', 'Mark Damon', 'J.C. Quinn', 'Jody Wilhelm', 'Ocie Pouncie', 'Bob Hungerford', 'Genevieve Butler', 'Chelsea Butler', 'David Alan Pickelsimer', 'Paul Smith', 'George Nannarello']",R,1997,1h 46min
9,[7],1368,Mina Tannenbaum (1994),,http://www.imdb.com/title/tt0110521/?ref_=fn_al_tt_1,The film tells the story of two girls who are of totally different character. They know each other since their childhood and were friends until they became teenagers. But growing up and becoming adults they go different ways.,7.2,1K,['Martine Dugowson'],['Martine Dugowson'],"['Romane Bohringer', 'Elsa Zylberstein', 'Florence Thomassin', 'Jean-Philippe Écoffey', 'Eric Defosse', 'Nils Tavernier', 'Stéphane Slima', 'Chantal Krief', 'Jany Gastaldi', 'Dumitru Furdui', 'Harry Cleven', 'Hugues Quester', 'Alexandre von Sivers', 'Artus de Penguern', 'Toni Cecchinato', 'Gwénola de Luze', 'Julien Cafaro', 'Élise Benroubi']",,1994,2h 8min
