,movie_genres,movie_id,movie_title,poster_url,movie_url,description,rating,num_review,director,writer,cast,age_rating,year,movie_length
0,[0],233,Under Siege (1992),"https://m.media-amazon.com/images/M/MV5BZWYxMDZkNmMtZjljNS00MDE5LTlmYmItMmVjZWU5NjQwYmI0L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,1,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BZWYxMDZkNmMtZjljNS00MDE5LTlmYmItMmVjZWU5NjQwYmI0L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX285_CR0,2,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BZWYxMDZkNmMtZjljNS00MDE5LTlmYmItMmVjZWU5NjQwYmI0L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX380_CR0,3,380,562_.jpg 380w",http://www.imdb.com/title/tt0105690/?ref_=fn_al_tt_1,An ex-Navy Seal turned cook is the only person who can stop a group of terrorists when they seize control of a U.S. battleship.,6.5,82K,['Andrew Davis'],['J.F. Lawton'],"['Steven Seagal', 'Gary Busey', 'Tommy Lee Jones', 'Erika Eleniak', 'Damian Chapa', 'Troy Evans', 'David McKnight', 'Lee Hinton', ""Patrick O'Neal"", 'Glenn Morshower', 'Leo Alexander', 'John Rottger', 'Brad Rea', 'Michael Welden', 'Bernie Casey', 'Rickey Pierre', 'Raymond Cruz', 'Duane Davis']",R,1992,1h 43min
1,[ 4 14],216,When Harry Met Sally... (1989),"https://m.media-amazon.com/images/M/MV5BMjE0ODEwNjM2NF5BMl5BanBnXkFtZTcwMjU2Mzg3NA@@._V1_QL75_UX190_CR0,2,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMjE0ODEwNjM2NF5BMl5BanBnXkFtZTcwMjU2Mzg3NA@@._V1_QL75_UX285_CR0,3,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMjE0ODEwNjM2NF5BMl5BanBnXkFtZTcwMjU2Mzg3NA@@._V1_QL75_UX380_CR0,4,380,562_.jpg 380w",http://www.imdb.com/title/tt0098635/?ref_=fn_al_tt_1,"Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship.",7.6,206K,['Rob Reiner'],['Nora Ephron'],"['Billy Crystal', 'Meg Ryan', 'Carrie Fisher', 'Bruno Kirby', 'Steven Ford', 'Lisa Jane Persky', 'Michelle Nicastro', 'Gretchen Palmer', 'Robert Alan Beuth', 'David Burdick', 'Joe Viviani', 'Harley Jane Kozak', 'Joseph Hunt', 'Kevin Rooney', 'Franc Luz', 'Tracy Reiner', 'Kyle T. Heffner', 'Kimberley LaMarque']",R,1989,1h 35min
2,[4 8],1036,Drop Dead Fred (1991),"https://m.media-amazon.com/images/M/MV5BMDNkZWIzZjktYWNkMi00MTQ2LWIyMTgtMmJhOGRiZDZlNmU4XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX190_CR0,7,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMDNkZWIzZjktYWNkMi00MTQ2LWIyMTgtMmJhOGRiZDZlNmU4XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX285_CR0,10,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMDNkZWIzZjktYWNkMi00MTQ2LWIyMTgtMmJhOGRiZDZlNmU4XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX380_CR0,14,380,562_.jpg 380w",http://www.imdb.com/title/tt0101775/?ref_=fn_al_tt_1,A young woman finds her already unstable life rocked by the presence of a rambunctious imaginary friend from childhood.,5.9,28K,['Ate de Jong'],"['Elizabeth Livingston', 'Carlos Davis', 'Anthony Fingleton']","['Phoebe Cates', 'Rik Mayall', 'Marsha Mason', 'Tim Matheson', 'Carrie Fisher', 'Keith Charles', 'Ashley Peldon', 'Daniel Gerroll', 'Ron Eldard', 'Eleanor Mondale', 'Bob Reid', 'Peter Thoemke', 'Sjoukje De Jong Douma', 'Paul Holmes', 'Steve Cochran', 'Robert Meyzen', 'Daniel Buchen', 'Marie Mathay']",PG-13,1991,1h 43min
3,[ 0  1 15 16],358,Spawn (1997),"https://m.media-amazon.com/images/M/MV5BN2ZkMWFlODEtNzIyOC00NmU2LTg5MDQtYWQxY2UyYmQxZGJlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR1,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BN2ZkMWFlODEtNzIyOC00NmU2LTg5MDQtYWQxY2UyYmQxZGJlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY422_CR0,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BN2ZkMWFlODEtNzIyOC00NmU2LTg5MDQtYWQxY2UyYmQxZGJlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY562_CR1,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0120177/?ref_=fn_al_tt_1,"An elite mercenary is killed, but comes back from Hell as a reluctant soldier of the Devil.",5.2,66K,['Mark A.Z. Dippé'],"['Todd McFarlane', 'Alan B. McElroy', 'Mark A.Z. Dippé']","['Michael Jai White', 'John Leguizamo', 'Martin Sheen', 'Theresa Randle', 'Nicol Williamson', 'D.B. Sweeney', 'Melinda Clarke', 'Miko Hughes', 'Sydni Beaudoin', 'Michael Papajohn', 'Frank Welker', 'Robia Scott', 'John Cothran', 'Caroline Gibson', 'Marc Robinson', 'Chris Coppola', 'Tony Haney', 'Darryl Warren']",PG-13,1997,1h 36min
4,[4],524,"Great Dictator, The (1940)","https://m.media-amazon.com/images/M/MV5BN2QwYjIzYTItOGU2OC00ZTg0LThlMmUtMzM3YWM3MmJkMTM0XkEyXkFqcGdeQXVyNjc1NDY3NzU@._V1_QL75_UY281_CR155,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BN2QwYjIzYTItOGU2OC00ZTg0LThlMmUtMzM3YWM3MmJkMTM0XkEyXkFqcGdeQXVyNjc1NDY3NzU@._V1_QL75_UY422_CR232,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BN2QwYjIzYTItOGU2OC00ZTg0LThlMmUtMzM3YWM3MmJkMTM0XkEyXkFqcGdeQXVyNjc1NDY3NzU@._V1_QL75_UY562_CR310,0,380,562_.jpg 380w",http://www.imdb.com/title/tt6808206/?ref_=fn_al_tt_1,"It looks like we don't have any Plot Summaries for this title yet.
Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide.",,,['Kyle Kallgren'],['Kyle Kallgren'],['Kyle Kallgren'],,"Episode aired Apr 21, 2017",11min
5,[ 5 16],1198,Purple Noon (1960),"https://m.media-amazon.com/images/M/MV5BOGZkMjQxM2YtMzEyMS00ZjQyLWE1NzAtZTUwMmQ5MDY5YzNjXkEyXkFqcGdeQXVyODQ0OTczOQ@@._V1_QL75_UY281_CR8,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BOGZkMjQxM2YtMzEyMS00ZjQyLWE1NzAtZTUwMmQ5MDY5YzNjXkEyXkFqcGdeQXVyODQ0OTczOQ@@._V1_QL75_UY422_CR12,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BOGZkMjQxM2YtMzEyMS00ZjQyLWE1NzAtZTUwMmQ5MDY5YzNjXkEyXkFqcGdeQXVyODQ0OTczOQ@@._V1_QL75_UY562_CR16,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0054189/?ref_=fn_al_tt_1,"Tom Ripley is a talented mimic, moocher, forger and all-around criminal improviser; but there's more to Tom Ripley than even he can guess.",7.8,16K,['René Clément'],"['Patricia Highsmith', 'René Clément', 'Paul Gégauff']","['Alain Delon', 'Maurice Ronet', 'Marie Laforêt', 'Erno Crisa', 'Frank Latimore', 'Billy Kearns', 'Ave Ninchi', 'Viviane Chantel', 'Nerio Bernardi', 'Barbel Fanger', 'Lily Romanelli', 'Nicolas Petrov', 'Elvire Popesco', 'René Clément', 'Jacqueline Decaë', 'Walter Grant', 'Paul Muller', 'Romy Schneider']",PG-13,1960,1h 58min
6,[15 18],474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),"https://m.media-amazon.com/images/M/MV5BZWI3ZTMxNjctMjdlNS00NmUwLWFiM2YtZDUyY2I3N2MxYTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX190_CR0,7,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BZWI3ZTMxNjctMjdlNS00NmUwLWFiM2YtZDUyY2I3N2MxYTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX285_CR0,11,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BZWI3ZTMxNjctMjdlNS00NmUwLWFiM2YtZDUyY2I3N2MxYTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX380_CR0,14,380,562_.jpg 380w",http://www.imdb.com/title/tt0057012/?ref_=fn_al_tt_1,An insane general triggers a path to nuclear holocaust that a War Room full of politicians and generals frantically tries to stop.,8.4,469K,['Stanley Kubrick'],"['Stanley Kubrick', 'Terry Southern', 'Peter George']","['Peter Sellers', 'George C. Scott', 'Sterling Hayden', 'Keenan Wynn', 'Slim Pickens', 'Peter Bull', 'James Earl Jones', 'Tracy Reed', 'Jack Creley', 'Frank Berry', ""Robert O'Neil"", 'Glenn Beck', 'Roy Stephens', 'Shane Rimmer', 'Hal Galili', 'Paul Tamarin', 'Laurence Herder', 'Gordon Tanner']",PG,1964,1h 35min
7,[ 0  7 14],207,Cyrano de Bergerac (1990),"https://m.media-amazon.com/images/M/MV5BOGEzOGJkMzktODU0Zi00NTI5LWEyNmUtMjliMjY3ODMzMTdhXkEyXkFqcGdeQXVyNjA0Mzc0MzI@._V1_QL75_UX190_CR0,4,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BOGEzOGJkMzktODU0Zi00NTI5LWEyNmUtMjliMjY3ODMzMTdhXkEyXkFqcGdeQXVyNjA0Mzc0MzI@._V1_QL75_UX285_CR0,6,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BOGEzOGJkMzktODU0Zi00NTI5LWEyNmUtMjliMjY3ODMzMTdhXkEyXkFqcGdeQXVyNjA0Mzc0MzI@._V1_QL75_UX380_CR0,7,380,562_.jpg 380w",http://www.imdb.com/title/tt0099334/?ref_=fn_al_tt_1,"Famed swordsman and poet Cyrano de Bergerac is in love with his cousin Roxane. He has never expressed his love for her as he his large nose undermines his self-confidence. Then he finds a way to express his love to her, indirectly.",7.5,24K,['Jean-Paul Rappeneau'],"['Edmond Rostand', 'Jean-Paul Rappeneau', 'Jean-Claude Carrière']","['Gérard Depardieu', 'Anne Brochet', 'Vincent Perez', 'Jacques Weber', 'Roland Bertin', 'Philippe Morier-Genoud', 'Pierre Maguelon', 'Josiane Stoléru', 'Anatole Delalande', 'Alain Rimoux', 'Philippe Volter', 'Jean-Marie Winling', 'Louis Navarre', 'Gabriel Monnet', 'François Marié', 'Pierre Triboulet', 'Baptiste Roussillon', 'Christian Roy']",PG,1990,2h 17min
8,[4],153,"Fish Called Wanda, A (1988)","https://m.media-amazon.com/images/M/MV5BNTQ0ODhiNjEtMDFiYi00NmZhLWJkMzQtNTBkOGQwOTliZDAxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BNTQ0ODhiNjEtMDFiYi00NmZhLWJkMzQtNTBkOGQwOTliZDAxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX285_CR0,3,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BNTQ0ODhiNjEtMDFiYi00NmZhLWJkMzQtNTBkOGQwOTliZDAxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,4,380,562_.jpg 380w",http://www.imdb.com/title/tt0095159/?ref_=fn_al_tt_1,"In London, four very different people team up on a jewel heist, then try to double-cross one another for the loot, complicated by their efforts to fool a very proper barrister.",7.5,137K,"['Charles Crichton', 'John Cleese']","['John Cleese', 'Charles Crichton']","['John Cleese', 'Jamie Lee Curtis', 'Kevin Kline', 'Michael Palin', 'Maria Aitken', 'Tom Georgeson', 'Patricia Hayes', 'Geoffrey Palmer', 'Cynthia Cleese', 'Mark Elwes', 'Neville Phillips', 'Peter Jonfield', 'Ken Campbell', 'Al Ashton', 'Roger Hume', 'Roger Brierley', 'Llewellyn Rees', 'Michael Percival']",R,1988,1h 48min
9,[4],393,Mrs. Doubtfire (1993),"https://m.media-amazon.com/images/M/MV5BMjExMDUzODE1N15BMl5BanBnXkFtZTgwNTU5NTYxMTE@._V1_QL75_UX190_CR0,1,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMjExMDUzODE1N15BMl5BanBnXkFtZTgwNTU5NTYxMTE@._V1_QL75_UX285_CR0,2,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMjExMDUzODE1N15BMl5BanBnXkFtZTgwNTU5NTYxMTE@._V1_QL75_UX380_CR0,2,380,562_.jpg 380w",http://www.imdb.com/title/tt0107614/?ref_=fn_al_tt_1,"After a bitter divorce, an actor disguises himself as a female housekeeper to spend time with his children held in custody by his former wife.",7.0,257K,['Chris Columbus'],"['Anne Fine', 'Randi Mayem Singer', 'Leslie Dixon']","['Robin Williams', 'Sally Field', 'Pierce Brosnan', 'Harvey Fierstein', 'Polly Holliday', 'Lisa Jakub', 'Matthew Lawrence', 'Mara Wilson', 'Robert Prosky', 'Anne Haney', 'Scott Capurro', 'Sydney Walker', 'Joe Bellan', 'Martin Mull', 'Terence McGovern', 'Karen Kahn', 'Eva Gholson', 'James Cunningham']",PG-13,1993,2h 5min
