,movie_genres,movie_id,movie_title,poster_url,movie_url,description,rating,num_review,director,writer,cast,age_rating,year,movie_length
0,[7],1607,Hurricane Streets (1998),,http://www.imdb.com/title/tt0119338/?ref_=fn_al_tt_1,A teenage petty criminal dreams of escaping his increasingly unlawful lifestyle when he meets a sweet girl who hopes to one day travel to Alaska.,6.4,1.2K,['Morgan J. Freeman'],['Morgan J. Freeman'],"['Brendan Sexton III', 'Shawn Elliott', 'Antoine McLean', 'Mtume Gant', 'Carlo Alban', 'David Roland Frank', 'Adrian Grenier', 'Lynn Cohen', 'L.M. Kit Carson', 'Edie Falco', 'Isidra Vega', 'Andy Ko', 'José Zúñiga', 'Terry Alexander', 'Heather Matarazzo', 'Socorro Santiago', 'Jinn S. Kim', 'Damian Corrente']",R,1997,1h 26min
1,[0 4],1181,"Low Down Dirty Shame, A (1994)","https://m.media-amazon.com/images/M/MV5BMmE2Y2FmNmEtNzc5OC00OTUyLThlY2QtODQ4NTI4OTJhMzAwXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_QL75_UY281_CR0,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMmE2Y2FmNmEtNzc5OC00OTUyLThlY2QtODQ4NTI4OTJhMzAwXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_QL75_UY422_CR0,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMmE2Y2FmNmEtNzc5OC00OTUyLThlY2QtODQ4NTI4OTJhMzAwXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_QL75_UY562_CR1,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0110399/?ref_=fn_al_tt_1,"An ex-cop, now a private detective, takes on the search for the millions stolen by a drug lord.",6.0,7K,['Keenen Ivory Wayans'],['Keenen Ivory Wayans'],"['Keenen Ivory Wayans', 'Charles S. Dutton', 'Jada Pinkett Smith', 'Salli Richardson-Whitfield', 'Andrew Divoff', 'Corwin Hawkins', 'Gary Carlos Cervantes', 'Gregory Sierra', 'Kim Wayans', 'Andrew Shaifer', 'Chris Spencer', 'Devin DeVasquez', 'John Capodice', 'Craig Ng', 'Don Diamont', 'Randy Hall', 'Doug Kruse', 'Michael Bofshever']",R,1994,1h 48min
2,[7],1384,Squeeze (1996),,http://www.imdb.com/title/tt0115680/?ref_=fn_al_tt_1,"Benny, a lonely drifter, is thrown off a train after cheating at cards, and into the life of Tanya, a lovely bartender. Tanya has been supporting her husband, a former ballplayer, since his accident, waiting for an insurance settlement that will solve all their financial woes. But when it comes, he refuses to share it with her, claiming with newfound piety that money is the root of all evil. She then enlists the help of Benny to concoct a scheme to get her fair share of the settlement, and he finds one: a local Catholic mission needs money for repairs and Benny decides to create a miracle that will encourage husband Henry to fork over the money - which Benny and Tanya will intercept and share.",5.1,307,['Marcus DeLeon'],['Marcus DeLeon'],"['Lara Flynn Boyle', 'Danny Nucci', 'Peter Dobson', 'Luca Bercovici', 'Michael Chieffo', 'Bert Santos', 'Teresa DiSpina', 'Sam Vlahos', 'Valente Rodriguez', 'Raye Birk', 'Angelina Estrada', 'Janet MacLachlan', 'Tony Genaro', 'Marita De Leon', 'Laura Cerón', 'Demetrius Navarro', 'Kevin Ash']",R,1996,1h 38min
3,[7],1397,Of Human Bondage (1934),,http://www.imdb.com/title/tt0025586/?ref_=fn_al_tt_1,A young man finds himself attracted to a cold and unfeeling waitress who may ultimately destroy them both.,7.1,7.1K,['John Cromwell'],"['Lester Cohen', 'W. Somerset Maugham', 'Ann Coleman']","['Bette Davis', 'Leslie Howard', 'Frances Dee', 'Kay Johnson', 'Reginald Denny', 'Alan Hale', 'Reginald Sheffield', 'Reginald Owen', 'Desmond Roberts', 'Charles Coleman', 'Frank Mills', 'Pat Somerset', 'Harry Allen', 'Ray Atchley', 'Frank Baker', 'Evelyn Beresford', 'Jimmy Casey', 'Ma Curly']",Not Rated,1934,1h 23min
4,[7],606,All About Eve (1950),"https://m.media-amazon.com/images/M/MV5BMTY2MTAzODI5NV5BMl5BanBnXkFtZTgwMjM4NzQ0MjE@._V1_QL75_UX190_CR0,2,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMTY2MTAzODI5NV5BMl5BanBnXkFtZTgwMjM4NzQ0MjE@._V1_QL75_UX285_CR0,3,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMTY2MTAzODI5NV5BMl5BanBnXkFtZTgwMjM4NzQ0MjE@._V1_QL75_UX380_CR0,4,380,562_.jpg 380w",http://www.imdb.com/title/tt0042192/?ref_=fn_al_tt_1,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,8.2,126K,['Joseph L. Mankiewicz'],"['Joseph L. Mankiewicz', 'Mary Orr']","['Bette Davis', 'Anne Baxter', 'George Sanders', 'Celeste Holm', 'Gary Merrill', 'Hugh Marlowe', 'Gregory Ratoff', 'Barbara Bates', 'Marilyn Monroe', 'Thelma Ritter', 'Walter Hampden', 'Randy Stuart', 'Craig Hill', 'Leland Harris', 'Barbara White', 'Eddie Fisher', 'William Pullen', 'Claude Stroud']",Passed,1950,2h 18min
5,[4],746,Real Genius (1985),"https://m.media-amazon.com/images/M/MV5BNTQ5MzU3ODg0OF5BMl5BanBnXkFtZTgwODM0MzQxMDE@._V1_QL75_UX190_CR0,2,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BNTQ5MzU3ODg0OF5BMl5BanBnXkFtZTgwODM0MzQxMDE@._V1_QL75_UX285_CR0,3,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BNTQ5MzU3ODg0OF5BMl5BanBnXkFtZTgwODM0MzQxMDE@._V1_QL75_UX380_CR0,4,380,562_.jpg 380w",http://www.imdb.com/title/tt0089886/?ref_=fn_al_tt_1,"An uptight teenage prodigy enters a top engineering college, but feels awkward among the freewheeling students. When a professor aims to turn their laser project into a military weapon, he and his offbeat roommate plot to ruin the plan.",7.0,32K,['Martha Coolidge'],"['Neal Israel', 'Pat Proft', 'PJ Torokvei']","['Val Kilmer', 'Gabriel Jarret', 'Michelle Meyrink', 'William Atherton', 'Jon Gries', ""Patti D'Arbanville"", 'Stacy Peralta', 'Daniel Ades', 'Andres Aybar', 'Louis Giambalvo', 'Ed Lauter', 'Charles Shull', 'Beau Billingslea', 'Charles Parks', 'Sean Frye', 'JoAnn Willette', 'Ina Gould', 'Nadine Vix']",PG,1985,1h 48min
6,[7],1640,"Eighth Day, The (1996)",,http://www.imdb.com/title/tt0064222/?ref_=fn_al_tt_1,"A bus arrives to the village, carrying a group of traveling actors who begin to perform passion plays from the Bible. Editor Alena (Kveta Fialová), lover of one of the actors, Baritone (Josef Bek), comes to see him. An electricity power failure interrupts the performance. Podgy, spiteful Joker (Jan Libícek) spurs his friends to start spreading news of some kind of imminent danger that no one can escape except inside the wagons that have suddenly turned up at the station. The train dispatcher's wife misses her husband. In the darkness of the night, villagers yield to panic fueled by the malicious Joker.",6.8,106,['Evald Schorm'],"['Zdenek Mahler', 'Evald Schorm']","['Jan Libícek', 'Václav Babka', 'Josef Bek', 'Karel Belohradský', 'Bozena Böhmová', 'Nina Divísková', 'Josef Elsner', 'Josef R. Engel', 'Kveta Fialová', 'Ladislav Gzela', 'Karel Hovorka', 'Vladimír Hrabánek', 'Jirí Hálek', 'Vladimir Jedenáctik', 'Pavel Jiras', 'Jan Kacer', 'Jaroslav Klenot', 'Václav Kotva']",,1969,1h 43min
7,[14 16],607,Rebecca (1940),"https://m.media-amazon.com/images/M/MV5BYTcxYWExOTMtMWFmYy00ZjgzLWI0YjktNWEzYzJkZTg0NDdmL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UY281_CR3,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BYTcxYWExOTMtMWFmYy00ZjgzLWI0YjktNWEzYzJkZTg0NDdmL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UY422_CR4,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BYTcxYWExOTMtMWFmYy00ZjgzLWI0YjktNWEzYzJkZTg0NDdmL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UY562_CR6,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0032976/?ref_=fn_al_tt_1,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,8.1,131K,['Alfred Hitchcock'],"['Daphne Du Maurier', 'Robert E. Sherwood', 'Joan Harrison']","['Laurence Olivier', 'Joan Fontaine', 'George Sanders', 'Judith Anderson', 'Nigel Bruce', 'Reginald Denny', 'C. Aubrey Smith', 'Gladys Cooper', 'Florence Bates', 'Melville Cooper', 'Leo G. Carroll', 'Leonard Carey', 'Lumsden Hare', 'Edward Fielding', 'Philip Winter', 'Forrester Harvey', 'Bunny Beatty', 'Billy Bevan']",Approved,1940,2h 10min
8,[7],1146,Calendar Girl (1993),,http://www.imdb.com/title/tt0106505/?ref_=fn_al_tt_1,"Three young men go on an end of the summer trip to Hollywood, California. Their quest: to fulfill the fantasy of meeting Marilyn Monroe.",5.1,2.3K,['John Whitesell'],['Paul W. Shapiro'],"['Jason Priestley', 'Gabriel Olds', ""Jerry O'Connell"", 'Joe Pantoliano', 'Steve Railsback', 'Kurt Fuller', 'Stephen Tobolowsky', 'Emily Warfield', 'Michael Quill', 'Leslie Wing', 'Blake Ewing', 'Michael David Kaye', 'Sean Fitzgerald', 'Maggie Simman', 'Elizabeth Quill', 'Emily Whitesell', 'Sean Fox', 'Timothy Heath']",PG-13,1993,1h 30min
9,[13],493,"Thin Man, The (1934)","https://m.media-amazon.com/images/M/MV5BMzFkZDQyYmUtYjBmZi00YzNmLTg5ZTktZmUzMGU0ODMzNzk3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,2,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMzFkZDQyYmUtYjBmZi00YzNmLTg5ZTktZmUzMGU0ODMzNzk3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX285_CR0,3,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMzFkZDQyYmUtYjBmZi00YzNmLTg5ZTktZmUzMGU0ODMzNzk3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX380_CR0,4,380,562_.jpg 380w",http://www.imdb.com/title/tt0025878/?ref_=fn_al_tt_1,"Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.",8.0,28K,['W.S. Van Dyke'],"['Albert Hackett', 'Frances Goodrich', 'Dashiell Hammett']","['William Powell', 'Myrna Loy', ""Maureen O'Sullivan"", 'Nat Pendleton', 'Minna Gombell', 'Porter Hall', 'Henry Wadsworth', 'William Henry', 'Harold Huber', 'Cesar Romero', 'Natalie Moorhead', 'Edward Brophy', 'Edward Ellis', 'Cyril Thornton', 'Asta', 'Will Aubrey', 'William Augustin', 'Polly Bailey']",TV-PG,1934,1h 31min
