,movie_genres,movie_id,movie_title,poster_url,movie_url,description,rating,num_review,director,writer,cast,age_rating,year,movie_length
0,[ 0  7 16],1556,Condition Red (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2MzA2Nzk0MV5BMl5BanBnXkFtZTcwODAyMTgyMQ@@..jpg,http://www.imdb.com/title/tt0112712/?ref_=fn_al_tt_1,Prison guard falls in love with inmate. She wants him to let her escape.,4.9,351,['Mika Kaurismäki'],['Andre Degas'],"['James Russo', 'Cynda Williams', 'Paul Calderon', 'Victor Argo', 'Jonathan Shaw', 'Verrone Romeoletti', 'Cedric Turner', 'Matthew Styles', 'Richard Boes', 'Andre Degas', 'John Ashton', 'Ana Ortiz', 'Amanda Foster', 'Donna Ryan', 'Monique Cintron', 'Shelita Birchett', 'Leslie Arnette', 'Jann Ellis']",R,1995,1h 23min
1,[6],1084,Anne Frank Remembered (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BNTMyOTkxMzA5N15BMl5BanBnXkFtZTcwNjU3MTUyMQ@@..jpg,http://www.imdb.com/title/tt0112373/?ref_=fn_al_tt_1,"Using previously unreleased archival material in addition to contemporary interviews, this academy award-winning documentary tells the story of the Frank family and presents the first fully-rounded portrait of their brash and free-spirited daughter Anne, perhaps the world's most famous victim of the Holocaust.",8.1,1.1K,['Jon Blair'],"['Jon Blair', 'Anne Frank']","['Kenneth Branagh', 'Glenn Close', 'Janny Brandes-Brilslijper', 'Rose De Liema', 'Sal De Liema', 'Buddy Elias', 'Bloeme Evers', 'Anne Frank', 'Margot Frank', 'Miep Gies', 'Frieda Menco', 'Werner Peter Pfeffer', 'Hannah Pick-Goslar', 'Joely Richardson', 'Rin Tin Tin', 'Rachel Van Amerongen-Frankfoorder', 'Jacqueline van Maarsen', 'Hans Wijnberg']",PG,1995,1h 57min
2,[14],1580,Liebelei (1933),https://images-na.ssl-images-amazon.com/images/M/MV5BNjA3NDQ2MDQ3OV5BMl5BanBnXkFtZTgwNjk2OTgzMjE@..jpg,http://www.imdb.com/title/tt0024252/?ref_=fn_al_tt_1,"Vienna in the beginning of the twentieth century. Cavalry Lieutenant Fritz Lobheimer is about to end his affair with Baroness Eggerdorff when he meets the young Christine, the daughter of an opera violinist. Baron Eggerdorff however soon hears of his past misfortune...",7.5,1.4K,['Max Ophüls'],"['Curt Alexander', 'Max Ophüls', 'Felix Salten']","['Paul Hörbiger', 'Magda Schneider', 'Luise Ullrich', 'Gustaf Gründgens', 'Olga Tschechowa', 'Carl Esmond', 'Wolfgang Liebeneiner', 'Paul Otto', 'Werner Finck', 'Ossy Kratz-Corell', 'Hans Moser', 'Werner Pledath', 'Ekkehard von Arendt']",Not Rated,1933,1h 28min
3,[0 1 5],576,Cliffhanger (1993),https://images-na.ssl-images-amazon.com/images/M/MV5BNjU5YmFjMjctYThkOS00MTQyLThjZmMtOWIyYzk2ZjU0ODkxXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0106582/?ref_=fn_al_tt_1,A botched mid-air heist results in suitcases full of cash being searched for by various groups throughout the Rocky Mountains.,6.4,125K,['Renny Harlin'],"['John Long', 'Michael France', 'Sylvester Stallone']","['Sylvester Stallone', 'John Lithgow', 'Michael Rooker', 'Janine Turner', 'Rex Linn', 'Caroline Goodall', 'Leon', 'Craig Fairbrass', 'Gregory Scott Cummins', 'Denis Forest', 'Michelle Joyner', 'Max Perlich', 'Paul Winfield', 'Ralph Waite', 'Trey Brownell', 'Zach Grenier', 'Vyto Ruginis', 'Don S. Davis']",R,1993,1h 53min
4,[1 3],1279,Wild America (1997),https://images-na.ssl-images-amazon.com/images/M/MV5BNDkxOTY0NTg0Ml5BMl5BanBnXkFtZTcwMjkwMzEyMQ@@..jpg,http://www.imdb.com/title/tt0120512/?ref_=fn_al_tt_1,Three brothers who are obsessed with animals are given permission from their parents to travel around America with a camera documenting wildlife.,6.4,7.3K,['William Dear'],['David Michael Wieger'],"['Jonathan Taylor Thomas', 'Devon Sawa', 'Scott Bairstow', 'Frances Fisher', 'Jamey Sheridan', 'Tracey Walter', 'Don Stroud', 'Zack Ward', 'Claudia Stedelin', 'Anastasia Spivey', 'Leighanne Littrell', 'Amy Lee Douglas', 'Sonny Shroyer', 'Rachel Fowler', 'Jennifer Crumbley', 'Maggie Blackkettle', 'Larry Reese', 'Susan Dear']",PG,1997,1h 46min
5,[ 4  5 13 16],902,"Big Lebowski, The (1998)",https://images-na.ssl-images-amazon.com/images/M/MV5BZTFjMjBiYzItNzU5YS00MjdiLWJkOTktNDQ3MTE3ZjY2YTY5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@..jpg,http://www.imdb.com/title/tt0118715/?ref_=fn_al_tt_1,"Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.",8.1,768K,"['Joel Coen', 'Ethan Coen']","['Ethan Coen', 'Joel Coen']","['Jeff Bridges', 'John Goodman', 'Julianne Moore', 'Steve Buscemi', 'David Huddleston', 'Philip Seymour Hoffman', 'Tara Reid', 'Philip Moon', 'Mark Pellegrino', 'Peter Stormare', 'Flea', 'Torsten Voges', 'Jimmie Dale Gilmore', 'Jack Kehler', 'John Turturro', 'James G. Hoosier', 'Carlos Leon', 'Terrence Burton']",R,1998,1h 57min
6,[4],780,Dumb & Dumber (1994),https://images-na.ssl-images-amazon.com/images/M/MV5BZDQwMjNiMTQtY2UwYy00NjhiLTk0ZWEtZWM5ZWMzNGFjNTVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0109686/?ref_=fn_al_tt_1,"After a woman leaves a briefcase at the airport terminal, a dumb limo driver and his dumber friend set out on a hilarious cross-country road trip to Aspen to return it.",7.3,367K,"['Peter Farrelly', 'Bobby Farrelly']","['Peter Farrelly', 'Bennett Yellin', 'Bobby Farrelly']","['Jim Carrey', 'Jeff Daniels', 'Lauren Holly', 'Mike Starr', 'Karen Duffy', 'Charles Rocket', 'Victoria Rowell', 'Joe Baker', 'Hank Brandt', 'Teri Garr', 'Brady Bluhm', 'Cam Neely', 'Felton Perry', 'Brad Lockerman', 'Rob Moran', 'Kathryn Frick', 'Zen Gesner', 'Lawrence Kopp']",PG-13,1994,1h 47min
7,[ 7 14],306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",https://images-na.ssl-images-amazon.com/images/M/MV5BNDEyOGMxNjgtOGYzMi00NWUxLTg2NjgtOGQxNDBiYTFlYjI4XkEyXkFqcGdeQXVyMTAwMzUyOTc@..jpg,http://www.imdb.com/title/tt0119280/?ref_=fn_al_tt_1,"When Queen Victoria's husband Prince Albert dies, she finds solace in her trusted servant, Mr. John Brown, but their relationship also brings scandal and turmoil.",7.2,14K,['John Madden'],['Jeremy Brock'],"['Judi Dench', 'Billy Connolly', 'Geoffrey Palmer', 'Antony Sher', 'Gerard Butler', 'Richard Pasco', 'David Westhead', 'Bridget McConnell', 'Georgie Glen', ""Catherine O'Donnell"", 'Sara Stewart', 'Finty Williams', 'Claire Nicolson', 'Hattie Ladbury', 'Oliver Kent', 'Alex Menzies', 'Simon McKerrell', 'Rupert Farley']",PG,1997,1h 41min
8,[ 7 14],1406,When Night Is Falling (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BNmZmNzc3ZWYtNTI2ZS00NWFlLWFkMWMtMGUxN2UxZjljZTY5XkEyXkFqcGdeQXVyNTM3MDMyMDQ@..jpg,http://www.imdb.com/title/tt0114916/?ref_=fn_al_tt_1,"An uptight and conservative woman, working on tenure as a literacy professor at a large urban university, finds herself strangely attracted to a free-spirited, liberal woman who works at a local carnival that comes to town.",6.5,6.9K,['Patricia Rozema'],['Patricia Rozema'],"['Pascale Bussières', 'Rachael Crawford', 'Henry Czerny', 'David Fox', 'Don McKellar', 'Tracy Wright', 'Clare Coulter', 'Karyne Steben', 'Sarah Steben', 'Jonathan Potts', 'Tom Melissis', 'Stuart Clow', 'Richard W. Farrell', 'Fides Krucker', 'Thomas Sokolowski', 'Ruffian', 'Jennifer Roblin', 'Jacqueline Casey']",Unrated,1995,1h 34min
9,[0 1],266,Kull the Conqueror (1997),https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4MzU5MjMyNF5BMl5BanBnXkFtZTYwOTUzMjc4..jpg,http://www.imdb.com/title/tt0119484/?ref_=fn_al_tt_1,A barbarian warrior becomes a king when he defeats a king in armed combat and the king's heir conspire to overthrow him and reclaim the throne by resurrecting an evil sorceress.,4.9,8.1K,['John Nicolella'],"['Robert E. Howard', 'Charles Edward Pogue']","['Kevin Sorbo', 'Tia Carrere', 'Thomas Ian Griffith', 'Litefoot', 'Roy Brocksmith', 'Harvey Fierstein', 'Karina Lombard', 'Edward Tudor-Pole', 'Douglas Henshall', 'Joe Shaw', 'Sven-Ole Thorsen', ""Terry O'Neill"", 'Pat Roach', 'John Hallam', 'Peter Petruna', 'Boris Bacik', 'Paul Kynman', 'Paul Weston']",PG-13,1997,1h 35min
